y_pred,prob_4,prob_6,prob_9,prob_10,prob_11,prob_13,prob_14,prob_941,prob_961,prob_1121
10,0.10333333333333333,0.19666666666666666,0.0,0.41,0.15,0.04666666666666667,0.04,0.02,0.0,0.03333333333333333
14,0.043333333333333335,0.023333333333333334,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.016666666666666666,0.0
1121,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,0.03,0.0,0.006666666666666667,0.30333333333333334,0.0,0.0033333333333333335,0.6433333333333333
14,0.0033333333333333335,0.04,0.013333333333333334,0.0,0.0,0.0,0.93,0.0,0.01,0.0033333333333333335
13,0.0,0.006666666666666667,0.016666666666666666,0.0,0.0,0.9533333333333334,0.0033333333333333335,0.0,0.006666666666666667,0.013333333333333334
6,0.02,0.8066666666666666,0.0,0.01,0.0,0.03,0.11,0.0,0.0033333333333333335,0.02
13,0.0,0.1,0.09333333333333334,0.25,0.03666666666666667,0.4866666666666667,0.01,0.0,0.02,0.0033333333333333335
14,0.0,0.0,0.0,0.0,0.0,0.0,0.6833333333333333,0.0,0.0,0.31666666666666665
13,0.006666666666666667,0.006666666666666667,0.06333333333333334,0.03333333333333333,0.006666666666666667,0.8633333333333333,0.006666666666666667,0.0,0.0,0.013333333333333334
10,0.0,0.05333333333333334,0.3,0.30666666666666664,0.04666666666666667,0.18666666666666668,0.1,0.0,0.0,0.006666666666666667
961,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.02666666666666667,0.0,0.9466666666666667,0.0033333333333333335
9,0.0,0.0,0.9866666666666667,0.0033333333333333335,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0
13,0.0,0.0033333333333333335,0.03333333333333333,0.0,0.0,0.9433333333333334,0.006666666666666667,0.0,0.0033333333333333335,0.01
941,0.18666666666666668,0.05333333333333334,0.006666666666666667,0.013333333333333334,0.05333333333333334,0.006666666666666667,0.04666666666666667,0.6266666666666667,0.006666666666666667,0.0
10,0.0,0.04666666666666667,0.056666666666666664,0.4066666666666667,0.21,0.21666666666666667,0.02666666666666667,0.006666666666666667,0.0,0.03
10,0.0,0.013333333333333334,0.0,0.8966666666666666,0.03,0.05333333333333334,0.0033333333333333335,0.0,0.0033333333333333335,0.0
14,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0033333333333333335
941,0.0033333333333333335,0.0,0.0,0.0,0.013333333333333334,0.0033333333333333335,0.0033333333333333335,0.9733333333333334,0.0033333333333333335,0.0
14,0.14333333333333334,0.03333333333333333,0.03666666666666667,0.01,0.0,0.09,0.5133333333333333,0.08333333333333333,0.08666666666666667,0.0033333333333333335
13,0.006666666666666667,0.0033333333333333335,0.10333333333333333,0.03333333333333333,0.01,0.8166666666666667,0.01,0.0,0.0033333333333333335,0.013333333333333334
14,0.03666666666666667,0.023333333333333334,0.0033333333333333335,0.0,0.0,0.0,0.92,0.0,0.013333333333333334,0.0033333333333333335
10,0.0033333333333333335,0.013333333333333334,0.0,0.63,0.25333333333333335,0.07666666666666666,0.013333333333333334,0.0033333333333333335,0.0,0.006666666666666667
14,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0,0.9933333333333333,0.0,0.0,0.0
6,0.01,0.9433333333333334,0.0033333333333333335,0.013333333333333334,0.006666666666666667,0.0,0.013333333333333334,0.0033333333333333335,0.006666666666666667,0.0
4,0.8966666666666666,0.01,0.013333333333333334,0.0,0.0,0.0,0.02666666666666667,0.04666666666666667,0.006666666666666667,0.0
9,0.03666666666666667,0.07666666666666666,0.5333333333333333,0.0,0.0,0.12333333333333334,0.10333333333333333,0.0,0.11666666666666667,0.01
961,0.0,0.0033333333333333335,0.013333333333333334,0.0033333333333333335,0.0,0.0,0.006666666666666667,0.0,0.96,0.013333333333333334
14,0.0033333333333333335,0.04,0.02,0.006666666666666667,0.0,0.006666666666666667,0.49,0.0,0.016666666666666666,0.4166666666666667
9,0.0,0.0033333333333333335,0.98,0.006666666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.0
14,0.006666666666666667,0.06333333333333334,0.0033333333333333335,0.013333333333333334,0.0,0.006666666666666667,0.4666666666666667,0.0,0.006666666666666667,0.43333333333333335
9,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.01,0.0
14,0.0,0.03,0.0,0.016666666666666666,0.0033333333333333335,0.016666666666666666,0.7033333333333334,0.0,0.023333333333333334,0.20666666666666667
6,0.0033333333333333335,0.9566666666666667,0.0,0.0,0.0033333333333333335,0.01,0.0033333333333333335,0.0,0.02,0.0033333333333333335
9,0.006666666666666667,0.013333333333333334,0.7933333333333333,0.0033333333333333335,0.0,0.09,0.043333333333333335,0.0,0.04,0.01
961,0.0,0.013333333333333334,0.05333333333333334,0.0,0.006666666666666667,0.0033333333333333335,0.02,0.0033333333333333335,0.9,0.0
961,0.12666666666666668,0.10333333333333333,0.07666666666666666,0.0,0.0,0.11,0.13333333333333333,0.03333333333333333,0.41,0.006666666666666667
6,0.08333333333333333,0.5433333333333333,0.013333333333333334,0.03666666666666667,0.12,0.006666666666666667,0.16,0.016666666666666666,0.006666666666666667,0.013333333333333334
