Si,Al,Fe,Ca,Mg,P,K,Na,Ti,V,Mn,S,File
1949.437479,1365.802316,593510.3273,17205.18264,1918.336191,201.884316,10119.91045,3673.212329,20802.2992,2229.90357,5096.353,1234.61814,010
1000128.115,157213.2962,327092.6134,641919.0312,14619.65127,15574.76889,752767.7468,123.307625,219203.3915,24501.30971,28355.96199,121911.1648,011
8787.360374,1518.955228,1461749.598,79223.42937,43.981106,298.881238,45378.81534,79.246164,54317.00356,5150.484529,17591.39289,1476.101114,011
1839.027337,1188.383442,603195.8748,19330.22963,2029.298485,214.403846,10255.72905,4188.166413,14307.49899,2050.706594,7438.87914,525.39588,011
838802.6004,154278.9934,270610.6212,248806.7771,15104.86502,13451.48918,685239.867,357.390305,292724.5832,32444.58145,22109.74747,792830.9557,013
8013.553842,1559.087022,1261258.878,33074.35666,40.46956,371.252791,34773.62533,47.488698,81167.22711,7654.905386,5612.349934,9011.543739,013
1595.583624,1185.02914,496428.1819,7885.143691,2094.712943,127.356216,8018.710655,4047.357592,21919.32083,2950.556434,2694.099804,2155.564456,013
850263.2824,156742.2887,274169.2141,253546.547,15285.6518,13672.40998,678210.0351,151.886477,297564.5696,32192.33598,22393.18051,784871.4356,013
7888.687359,1603.851724,1267143.554,33595.26564,13.762201,311.682296,35457.64733,66.794781,82288.60209,7842.152354,5657.135182,8744.533619,013
1819.339308,1233.980131,499916.8599,8080.48059,2133.136298,424.889116,8186.866046,4215.753553,21946.33096,2823.129276,2677.087343,2258.806663,013
1474151.401,299408.1438,203657.0016,216412.4375,13722.30508,15364.48415,912259.6327,120.024959,280112.5905,39026.80772,19444.66285,175564.8557,013
14039.67307,3058.193419,930932.6008,29185.62771,53.017004,352.746478,57198.81137,43.304057,75541.65596,8742.246665,2808.390227,1959.394796,013
2823.193441,1504.171557,352046.9538,7003.840148,2019.624151,173.967511,12141.46848,3865.987808,18593.05614,2951.142233,1832.783828,616.842694,013
558961.5999,92200.36439,174291.0337,1163117.124,13596.78434,14651.90866,285321.4577,269.703697,156934.1972,15728.71076,23394.86419,763367.403,014
5158.284928,1037.022645,832366.6765,174509.3729,52.166326,220.68039,14740.98156,68.623104,42085.06931,3783.877679,10335.66882,8920.160952,014
1036.597916,1169.089106,356804.2034,43927.17077,2033.037427,297.399731,3319.58688,4110.772841,10532.1927,1491.022869,4227.286447,2168.735769,014
552207.3345,90777.01065,171901.1123,1146936.093,13931.95793,15140.39243,283178.4591,242.977325,155502.1624,15553.73642,22995.99959,749331.0071,014
4942.538622,1010.454566,822960.8209,172143.0815,45.750855,240.1251,14497.40897,99.863582,41612.03064,3684.309193,10084.56047,8848.75289,014
1055.292293,996.586339,353929.0651,43814.45186,2111.978204,186.843434,3206.221545,4020.758078,10802.96347,1393.127299,4147.864363,1901.394987,014
556842.2672,90896.01455,173053.7503,1154616.692,13958.95263,14595.82414,283755.8893,173.093333,158420.6223,15424.34374,22859.12849,754050.7214,014
5132.39505,1035.855992,826385.2835,173444.7771,27.069469,267.535545,14412.53898,82.144645,41387.1006,3400.599606,10059.74533,8882.650368,014
1068.806271,1153.395376,354363.5222,43444.38668,2192.574581,206.761201,3275.189765,4078.357586,10657.91877,1340.147569,4323.626137,1904.215439,014
556253.0222,91736.82932,173800.6635,1155721.04,13855.12214,14707.2702,286680.1794,172.784844,156531.5592,16298.17635,22964.91115,754428.3837,014
5029.454885,1038.643052,829034.6896,173986.0095,23.723675,275.890083,14321.55427,85.191056,41804.23797,3411.963353,9951.917258,8901.690935,014
976.266854,1156.884945,354646.5523,43958.80391,2096.810724,259.440445,3250.300362,4016.345323,10765.39549,1451.576945,4316.12606,1958.031472,014
561097.9789,92300.54119,174864.6869,1162698.536,13796.26217,14817.5112,284218.0999,182.913292,158312.5388,15630.72101,23087.90231,762184.2489,014
5250.96024,1080.999441,830495.7423,173394.1551,35.81246,230.707439,14520.32771,85.31069,42073.01278,3497.378077,9933.885936,8751.329014,014
1093.016984,1230.267648,355086.7698,44022.72997,2087.434151,127.630594,3135.517119,3962.564905,10867.67226,1573.657352,4550.391223,2039.004528,014
559836.9427,91297.72212,175286.6385,1160766.875,13598.41573,14877.03295,284368.788,332.827181,157783.5005,15256.33528,22435.04553,761919.3361,014
5140.866452,907.744051,831113.3212,174482.9519,35.636007,218.431251,14580.62032,94.427869,41734.34226,3693.615579,9971.534575,9053.158392,014
1115.537043,1207.337177,356553.7839,44293.1528,2232.149111,211.458439,3287.385683,4211.194711,10891.58502,1446.466051,4401.005237,2071.244489,014
723919.2211,121418.3565,218913.8182,948542.3769,11772.90949,13732.54521,335296.507,215.96768,212032.8657,20518.60649,21945.93368,524901.0273,014
6077.251899,1255.349839,988442.9577,126581.1812,22.012754,348.157083,18794.21764,68.574012,53353.65473,4799.143185,9250.430302,5542.318718,014
1277.790554,1155.417488,400486.6363,30712.16179,2311.54204,360.553951,4266.157352,4206.056341,13651.01757,1623.071703,3927.81343,1371.224798,014
1028155.688,296793.627,208415.5361,1319887.436,8092.47804,487.540353,312353.4529,137.095238,209592.9024,18950.64631,22643.40969,1027743.492,1121
6556.390616,1918.894844,938221.7057,179383.1041,81.698871,57.402311,15170.8479,71.415423,49387.2195,4389.529739,12488.8015,9183.482622,1121
1421.332884,1329.597131,398916.2948,46556.78491,1794.622711,125.866857,3413.704605,3582.912246,12806.34312,1661.851063,5135.407893,2085.217789,1121
1031776.958,299145.4197,209696.9211,1315445.443,8065.964575,614.15937,311969.5851,160.949701,212064.4993,18701.26094,21722.17338,1040969.78,1121
6602.006461,1919.591944,943127.2694,179823.6846,43.031174,41.485421,15354.07675,82.822068,49728.0686,4551.101332,12626.43447,9136.637969,1121
1408.769684,1308.588617,400325.8354,46901.0894,1981.000599,171.991102,3541.157599,3583.338068,13091.82771,1818.023459,4973.67776,2267.756488,1121
122929.4177,29103.98072,599644.2255,1187399.2,9899.093785,462.843655,155868.6251,330.738537,37949.05934,10214.61092,36455.08953,396737.7105,941
557.660332,474.772769,2147341.558,103956.1221,42.364431,78.033864,1997.635589,58.497827,5323.392386,396.217432,18694.78733,2351.962139,941
358.014417,1300.378089,1152698.063,32612.72514,2200.203304,307.959811,643.643511,4181.61706,1993.621813,437.691276,9234.121396,939.007808,941
106385.7597,26368.24566,470973.6537,1011616.863,9660.323556,650.269399,161438.4659,224.162193,36839.29469,10150.31414,33011.0259,407351.0447,941
514.442252,468.712828,1769719.663,95318.4212,52.196317,50.894526,2218.344632,71.721026,5364.65567,274.19245,15102.56087,2297.776387,941
334.767705,1261.969051,967407.6925,29233.07952,2192.454111,330.481881,703.748134,4384.988866,1782.308618,430.632203,7790.959313,784.910294,941
426920.1933,169889.313,163417.4026,1027766.817,6421.371345,7586.179543,130297.4548,267.663856,181918.0664,14757.42421,17474.34133,710939.78,961
2366.147323,1126.485433,530843.3365,112151.6592,42.157951,133.483152,1856.91331,109.672537,36389.10435,2324.469228,1804.683918,5008.365898,961
588.212037,1360.078502,208209.8387,26551.76999,2449.927084,258.908951,524.580833,4690.365837,8939.069827,1266.083898,1182.662284,1180.108494,961
1493789.301,369740.351,206564.7309,1359097.083,8854.89024,1257.63248,309205.4632,394.386011,184748.6578,17529.32009,19995.78231,1320414.849,961
11070.40242,2639.876721,907757.9703,194504.4305,57.643727,59.907954,17163.98622,83.071016,47726.37608,4280.04305,11601.66296,12755.94065,961
2211.629179,1388.569664,382842.6068,48999.56036,2010.99624,192.840209,3986.230258,4143.947383,12474.8644,1578.520282,4738.959735,2861.326146,961
