y_pred,prob_4,prob_6,prob_9,prob_10,prob_11,prob_13,prob_14,prob_941,prob_961,prob_1121
14,0.07585670616359744,0.14313059934299174,0.04763695837889223,0.15324062091055066,0.04445321175747453,0.12546199093060326,0.2844714042510601,0.016914456300422237,0.05044011953844193,0.05839393242596602
14,0.06480049506115856,0.0596138971653347,0.09217001598254392,0.06557888141850816,0.021346904357011982,0.14615772263048257,0.40636176213883013,0.007395432586150996,0.08145284534634994,0.05512204331362886
14,0.06385835384765012,0.05700053737505957,0.07503073129749206,0.0704558279622026,0.021569572664084973,0.13866331713099034,0.42699261379521924,0.0072953069869389564,0.07948802973161334,0.05964570920874876
14,0.09641762998466603,0.07773059247600426,0.033396403814531773,0.04598191477580232,0.03780419678470238,0.04506725276492403,0.36573257383501784,0.03384445143629379,0.17201619157689596,0.09200879255116136
13,0.10159133972873172,0.09018594839933498,0.10875122246212444,0.09815759780315517,0.08753727703133173,0.23104029070690857,0.05868723372288168,0.04887033268382116,0.10310314527983551,0.07207561218187547
14,0.05611967764746058,0.12554212963959102,0.1234956382960966,0.12592856287681659,0.027733295134777822,0.1563161587514054,0.26455010291715664,0.01070111009876929,0.06443935985994076,0.04517396477798515
14,0.03409348982162941,0.13454886205654007,0.2167777273338202,0.15925730648022085,0.0314120064521335,0.1737038290368915,0.14508546909060915,0.0118777236545702,0.054760771755638794,0.0384828143179458
14,0.08867947850535998,0.07894994458379152,0.029173955524184402,0.11141870286160742,0.06999994527059135,0.07584045170657787,0.3599718792170387,0.019097177066498033,0.06911303240200248,0.09775543286234807
9,0.03144301053070783,0.14372102327573852,0.18500900738554868,0.15180629131694726,0.03654380814284107,0.19470292851585014,0.1125551698439803,0.01160861702634672,0.08030704747392127,0.05230309648811819
10,0.03585770249865127,0.23208188242839237,0.115592309171762,0.21473365899124275,0.0997878597162539,0.14639350172917198,0.029337130830478002,0.02079005159856989,0.052912643244953726,0.05251325979052441
14,0.024239234881114517,0.03679275582654937,0.29023763413421516,0.03834695168704155,0.013611378257598344,0.1771986183225808,0.2287978413857556,0.005234936847981399,0.1321513119318923,0.0533893367252709
9,0.05943493288558717,0.09227833590164018,0.3399295067162591,0.05329665390185324,0.04669558420259065,0.10061226125416273,0.08322613936988472,0.025597052515471518,0.12586962037198027,0.0730599128805704
13,0.10146443666369134,0.08996724979744677,0.10926953952484249,0.09797224718518555,0.08731175771437145,0.23091928653336566,0.05889518169000123,0.04870668417254792,0.10324507707879926,0.07224853963974849
6,0.08232099444396605,0.23378185127020704,0.028894171770168522,0.234019686827303,0.08727959264665522,0.09863400458999493,0.07009761026758234,0.08233312844841806,0.03390422201808525,0.048734737717619526
10,0.06675649737071318,0.14472018869261644,0.046405875385523175,0.20502783642400937,0.19025244709019903,0.15754605108338,0.03534921698607193,0.02893290017319909,0.05359114595309833,0.07141784084118971
6,0.07690141911719393,0.24529147723267364,0.022632734221898435,0.24826835493081825,0.14603581546093214,0.08963262762724279,0.02905416438286451,0.05433641205985947,0.029098250981125413,0.05874874398539193
14,0.07113973221828232,0.068878841438381,0.038098021571130285,0.09150713271467566,0.04602566790604621,0.0918454542250733,0.40441017974448973,0.013501748352407686,0.08135517556211898,0.09323804626739471
941,0.12021564730805655,0.025281080746542527,0.011371366905713557,0.03614565026661438,0.13235359388264994,0.016628218974365387,0.0069034272955919886,0.6064012572838742,0.016357510139961427,0.028342247196629092
14,0.04767872923563344,0.016655231338548328,0.06951779803725519,0.020750124037136084,0.012679175284276478,0.14371272618296843,0.4951432057956685,0.0045285259212067665,0.12386299939545754,0.06547148477184986
9,0.030860427697058254,0.1408197051355402,0.19256768575112937,0.14982521578341754,0.03586212087105672,0.19583482618526496,0.11082158250589985,0.011394963102675954,0.08025691795726211,0.05175655501069505
14,0.06277275429979988,0.058328835351017,0.09405635836906066,0.06444183374645075,0.020666390382077907,0.14728295662725502,0.4081470567092408,0.00715410909908671,0.08242740779124064,0.05472229762477115
6,0.09065906728017913,0.23198898881997418,0.021934649794852216,0.24518335695171345,0.14899799278683737,0.08174556842340117,0.03224867935316171,0.05557222443902921,0.028701872196981507,0.06296759995387041
14,0.07365692886141455,0.06711511991746459,0.03684572974171346,0.08944514506316774,0.046316779182342095,0.08973152287828383,0.4082855992493904,0.013672316383301089,0.08108605229945091,0.09384480642347058
6,0.08269161843495478,0.26700220690348436,0.023581458431635147,0.24681196992518836,0.11008988999160099,0.08657850690848244,0.035327566565367216,0.06646603238333557,0.03122879946193911,0.05022195099401186
14,0.23023115980815892,0.05653968465104496,0.036742493310870365,0.05346271856644573,0.09022365124815732,0.0526118896336265,0.18357936047793003,0.09909685387629051,0.11042022895114724,0.08709195947632868
14,0.0459626593274712,0.07874150043953561,0.2517451569898555,0.06739726681273643,0.022242333503944892,0.17255591449213523,0.23514906214471515,0.007637802957758254,0.07762813831481022,0.04094016501703746
961,0.07782931468033177,0.02783080194292663,0.05308875678616456,0.025698845446588552,0.03119723020515952,0.04670053760249022,0.14627648092669676,0.020811719340368302,0.4266166353841632,0.14394967768511016
14,0.07228864870041299,0.0956439511897699,0.09898023744281255,0.10132607086915696,0.030340973901298807,0.14382220830005063,0.32515217230342375,0.010844246040341367,0.06775905882449856,0.05384243242823482
14,0.022874609487998784,0.05638556011225584,0.3404751654683701,0.06226081627437541,0.019993927441691768,0.1955730928669378,0.14507689998266024,0.007104068416471494,0.09922798715759212,0.05102787279164646
14,0.06572841892947254,0.06522254228881026,0.08984275991299236,0.0744480400281699,0.022839354325147963,0.14423498392234096,0.3963106201598068,0.007805532228227924,0.07783605156837434,0.05573169663665745
14,0.04518854026154414,0.08454203104205447,0.32505321013678484,0.06703066270018013,0.02805486976486867,0.18240963391938136,0.14109167518330928,0.010254363761497461,0.07597980443577418,0.04039520879460584
14,0.07154180170979407,0.10434218368718873,0.09769051748343378,0.11211004730775438,0.03237584807567647,0.14295392351814565,0.30855925313087745,0.01163126291730369,0.06511462310327464,0.05368053906655082
6,0.07277043108386794,0.2573614581435527,0.028624461067949504,0.24075511999668286,0.10033587562445873,0.09945069823371092,0.05997877476418827,0.0439151670146433,0.0399675083053952,0.0568405057655507
14,0.04866805636063668,0.09729815520195825,0.3071249780755399,0.08117394074574263,0.030734822811239567,0.17771456726479967,0.1359247620755274,0.011569960363784009,0.06951722840611792,0.04027352869465426
14,0.04596923461369422,0.07249805879098149,0.27957960418976385,0.056894978328373785,0.022446918607258764,0.17540646766481494,0.21434980908214568,0.0078120278443485885,0.08385688583724644,0.041186015041372113
14,0.046811783647361896,0.0471224196167648,0.17337389790427038,0.043811580636802364,0.016516914175612664,0.16863065337922675,0.357991659682879,0.005566850066267043,0.09507304268555719,0.04510119820525823
6,0.10089774600547494,0.2661012884369635,0.04061995964228523,0.12117798016570364,0.13259666176760398,0.06592484681054021,0.09478388745632234,0.04094713421714085,0.07002025735188998,0.06693023814607563
